haiku,source
"Now when she died there was silence
in heaven And silence at her
end of the street.",gutenberg
"The shutters were drawn and the undertaker
wiped his feet-- He was aware that this sort of
thing had occurred before.",gutenberg
"The dogs were handsomely
provided for, But shortly afterwards
the parrot died too.",gutenberg
"The Dresden clock continued ticking on the mantelpiece,
And the footman sat upon the dining-table Holding the second housemaid on his knees--
Who had always been so careful while her mistress lived.",gutenberg
"Miss Nancy Ellicott Strode across the hills
and broke them, Rode across the hills and broke them-- The barren New England
hills-- Riding to hounds Over the cow-pasture.",gutenberg
"Miss Nancy Ellicott smoked And danced all the
modern dances; And her aunts were not quite sure how they felt
about it, But they knew that it was modern.",gutenberg
"Upon the glazen shelves kept watch
Matthew and Waldo, guardians of the faith, The army
of unalterable law.",gutenberg
"Apollinax visited
the United States His laughter tinkled
among the teacups.",gutenberg
"I thought of Fragilion, that shy figure
among the birch-trees, And of Priapus in the shrubbery Gaping
at the lady in the swing.",gutenberg
"In the
palace of
Mrs.",gutenberg
"Phlaccus, at Professor
Channing-Cheetah's He laughed like an
irresponsible foetus.",gutenberg
"I looked
for the head of
Mr.",gutenberg
"Apollinax rolling under
a chair Or grinning over a screen
With seaweed in its hair.",gutenberg
"I heard the beat of centaur's hoofs over
the hard turf As his dry and passionate talk
devoured the afternoon.",gutenberg
"""He is a
charming man""--""But after all
what did he mean?",gutenberg
"He must be unbalanced,""--
""There was something he said that
I might have challenged.",gutenberg
""" Of
dowager
Mrs.",gutenberg
"Phlaccus, and
Professor and
Mrs.",gutenberg
"Cheetah I remember
a slice of lemon, and a
bitten macaroon.",gutenberg
"As she laughed I was aware of becoming involved
in her laughter and being part of it, until her teeth were only
accidental stars with a talent for squad-drill.",gutenberg
"I was drawn in by short gasps, inhaled at each
momentary recovery, lost finally in the dark caverns
of her throat, bruised by the ripple of unseen muscles.",gutenberg
""" I decided that if the shaking of her breasts could be
stopped, some of the fragments of the afternoon might be collected, and I concentrated
my attention with careful subtlety to this end.",gutenberg
"I observe: ""Our
sentimental
friend the moon!",gutenberg
"Or possibly (fantastic, I confess) It may be Prester
John's balloon Or an old battered lantern hung aloft To
light poor travellers to their distress.",gutenberg
""" She then:
""How you
digress!",gutenberg
""" And I then: ""Some one frames upon the keys That
exquisite nocturne, with which we explain The night and moonshine; music which
we seize To body forth our vacuity.",gutenberg
""" She then:
""Does this refer
to me?",gutenberg
""" ""Oh no, it is
I who am
inane.",gutenberg
""" ""You, madam, are the eternal humorist,
The eternal enemy of the absolute, Giving
our vagrant moods the slightest twist!",gutenberg
"With your air indifferent and
imperious At a stroke our mad poetics
to confute--"" And--""Are we then so serious?",gutenberg
""" O quam te
memorem
Virgo.",gutenberg
"I should find Some way incomparably
light and deft, Some way we both should understand, Simple and
faithless as a smile and shake of the hand.",gutenberg
"She turned away, but with the autumn weather Compelled
my imagination many days, Many days and many hours:
Her hair over her arms and her arms full of flowers.",gutenberg
"And I wonder
how they should have been
together!",gutenberg
"I should
have lost a gesture
and a pose.",gutenberg
"Sometimes these cogitations
still amaze The troubled midnight and
the noon's repose.",gutenberg
"In winter I
get up at night, And dress
by yellow candle light.",gutenberg
"In summer quite the
other way, I have to go
to bed by day.",gutenberg
"I have to go to bed and see The
birds still hopping on the tree, Or hear the grown-up people's
feet, Still going past me in the street.",gutenberg
"And does it not seem hard to you, When
all the sky is clear and blue, And I should like so much
to play, To have to go to bed by day?",gutenberg
"All night long and every night, When my
mamma puts out the light I see the people marching
by, As plain as day, before my eye.",gutenberg
"Armies and emperors and kings, All
carrying different kinds of things, And marching in
so grand a way, You never saw the like by day.",gutenberg
"So fine a show was never seen At
the great circus on the green; For every kind
beast and man Is marching in that caravan.",gutenberg
"At first they move a little slow, But still
the faster on they go, And still beside them close I
keep Until we reach the Town of Sleep.",gutenberg
"Three of us afloat
in the meadow by
the swing.",gutenberg
"Three of us
aboard in the basket
on the lea.",gutenberg
"Winds are in the air, they are blowing
in the spring, And waves are on the meadow
like the waves there are at sea.",gutenberg
"Where shall we adventure,
to-day that we're afloat, Wary of the weather
and steering by a star?",gutenberg
"Shall it be to Africa,
a-steering of the boat, To Providence, or
Babylon, or off to Malabar?",gutenberg
"but here's a squadron
a-rowing on the sea-- Cattle on the
meadow a-charging with a roar!",gutenberg
"Quick, and we'll escape them, they're as
mad as they can be, The wicket is the harbor
and the garden is the shore.",gutenberg
"The coach is at the door at last;
The eager children, mounting fast And kissing hands,
in chorus sing: Good-bye, good-bye, to everything!",gutenberg
"To house and garden, field and lawn,
The meadow-gates we swung upon, To pump and stable, tree
and swing, Good-bye, good-bye, to everything!",gutenberg
"And fare you well for evermore, O
ladder at the hayloft door, O hayloft where the cobwebs
cling, Good-bye, good-bye, to everything!",gutenberg
"Crack goes the whip, and off we go; The
trees and houses smaller grow; Last, round the woody
turn we swing: Good-bye, good-bye, to everything!",gutenberg
"When I was sick and lay a-bed, I had
two pillows at my head, And all my toys beside me
lay To keep me happy all the day.",gutenberg
"And sometimes for an hour or so
I watched my leaden soldiers go, With different
uniforms and drills, Among the bed-clothes, through the hills.",gutenberg
"And sometimes sent my ships in fleets All up
and down among the sheets; Or brought my trees and houses
out, And planted cities all about.",gutenberg
"I was the giant great and still That
sits upon the pillow-hill, And sees before him, dale and
plain The pleasant Land of Counterpane.",gutenberg
"Come up
here, O
dusty feet!",gutenberg
"The lights from the parlor and kitchen shone out Through the
blinds and the windows and bars; And high over head and all moving
about, There were thousands of millions of stars.",gutenberg
"We built a ship upon the stairs
All made of the back-bedroom chairs, And filled it full of sofa pillows
To go a-sailing on the billows.",gutenberg
"We sailed along for days and days, And
had the very best of plays; But Tom fell out and hurt
his knee, So there was no one left but me.",gutenberg
"Bring the
comb and play upon
it!",gutenberg
"Marching,
here we
come!",gutenberg
"Willie cocks
his highland bonnet, Johnnie
beats the drum.",gutenberg
"Mary Jane commands the party,
Peter leads the rear; Feet in time, alert and
hearty, Each a Grenadier!",gutenberg
"All in the most martial manner
Marching double-quick; While the napkin like a
banner Waves upon the stick!",gutenberg
"Here's enough of fame
and pillage, Great
commander Jane!",gutenberg
"Now that we've been
round the village, Let's go
home again.",gutenberg
"Dark brown is
the river, Golden
is the sand.",gutenberg
"It flows along
for ever, With trees on either
hand.",gutenberg
"Green leaves a-floating, Castles
of the foam, Boats of mine a-boating--
Where will all come home?",gutenberg
"On goes the river And out
past the mill, Away down the valley,
Away down the hill.",gutenberg
"Away down the river, A
hundred miles or more, Other little
children Shall bring my boats ashore.",gutenberg
"Through all the pleasant meadow-side
The grass grew shoulder-high, Till the shining scythes went far and
wide And cut it down to dry.",gutenberg
"These green and sweetly smelling crops
They led in wagons home; And they piled them here
in mountain-tops For mountaineers to roam.",gutenberg
"Here is Mount Clear, Mount Rusty-Nail, Mount Eagle
and Mount High;-- The mice that in these mountains dwell,
No happier are than I!",gutenberg
"O what a joy to clamber there,
O what a place for play, With the sweet, the dim, the
dusty air, The happy hills of hay!",gutenberg
"Whenever Auntie
moves around Her dresses make
a curious sound.",gutenberg
"They trail behind
her up the floor, And trundle
after through the door.",gutenberg
"The friendly cow all red and white,
I love with all my heart: She gives me cream with all
her might, To eat with apple-tart.",gutenberg
"She wanders lowing here and there, And
yet she cannot stray, All in the pleasant open
air, The pleasant light of day.",gutenberg
"And blown by all the winds that pass
And wet with all the showers, She walks among the
meadow grass And eats the meadow flowers.",gutenberg
"Up into the
cherry tree Who should climb
but little me?",gutenberg
"I held the trunk
with both my hands And looked abroad
on foreign lands.",gutenberg
"I saw the next door garden lie, Adorned
with flowers, before my eye, And many pleasant places
more That I had never seen before.",gutenberg
"I saw the dimpling river pass And
be the sky's blue looking-glass; The dusty roads go up
and down With people tramping into town.",gutenberg
"If I could find a higher tree Farther
and farther I should see, To where the grown-up river slips
Into the sea among the ships.",gutenberg
"To where the roads on either hand Lead
onward into fairy land, Where all the children dine
at five, And all the playthings come alive.",gutenberg
"Every night my prayers I say, And
get my dinner every day; And every
day that I've been good I get an orange after food.",gutenberg
"The child that is not clean and neat, With
lots of toys and things to eat, He is a naughty child, I'm
sure-- Or else his dear papa is poor.",gutenberg
"When I was down beside
the sea, A wooden spade they gave to
me To dig the sandy shore.",gutenberg
"My holes were hollow like a
cup, In every hole the sea came
up, Till it could hold no more.",gutenberg
"All by myself I have to go, With
none to tell me what to do-- All alone beside
the streams And up the mountain-sides of dreams.",gutenberg
"The strangest things are there for me, Both
things to eat and things to see, And many frightening
sights abroad Till morning in the Land of Nod.",gutenberg
"Try as I like to find the way, I
never can get back by day, Nor can remember plain and
clear The curious music that I hear.",gutenberg
