author,content,poem name,age,type
D. H. LAWRENCE,"What large, dark hands are those at the window
Lifted, grasping the golden light
Which weaves its way through the creeper leaves
       To my heart's delight?

Ah, only the leaves! But in the west,
In the west I see a redness come
Over the evening's burning breast 
        'Tis the wound of love goes home!

The woodbine creeps abroad
Calling low to her lover:
The sun-lit flirt who all the day
Has poised above her lips in play
And stolen kisses, shallow and gay
Of pollen, now has gone away
 She woos the moth with her sweet, low word,
And when above her his broad wings hover
Then her bright breast she will uncover
And yield her honey-drop to her lover.

Into the yellow, evening glow
Saunters a man from the farm below,
Leans, and looks in at the low-built shed
Where hangs the swallow's marriage bed.
The bird lies warm against the wall.
She glances quick her startled eyes
Towards him, then she turns away
Her small head, making warm display
Of red upon the throat. His terrors sway
Her out of the nest's warm, busy ball,
Whose plaintive cry is heard as she flies
In one blue stoop from out the sties
Into the evening's empty hall.

Oh, water-hen, beside the rushes
Hide your quaint, unfading blushes,
Still your quick tail, and lie as dead,
Till the distance folds over his ominous tread.

The rabbit presses back her ears,
Turns back her liquid, anguished eyes
And crouches low: then with wild spring
Spurts from the terror of his oncoming
To be choked back, the wire ring
Her frantic effort throttling:
Piteous brown ball of quivering fears!

Ah soon in his large, hard hands she dies,
And swings all loose to the swing of his walk.
Yet calm and kindly are his eyes
And ready to open in brown surprise
Should I not answer to his talk
Or should he my tears surmise.

I hear his hand on the latch, and rise from my chair
Watching the door open: he flashes bare
His strong teeth in a smile, and flashes his eyes
In a smile like triumph upon me; then careless-wise
He flings the rabbit soft on the table board
And comes towards me: ah, the uplifted sword
Of his hand against my bosom, and oh, the broad
Blade of his hand that raises my face to applaud
His coming: he raises up my face to him
And caresses my mouth with his fingers, which still smell grim
Of the rabbit's fur! God, I am caught in a snare!
I know not what fine wire is round my throat,
I only know I let him finger there
My pulse of life, letting him nose like a stoat
Who sniffs with joy before he drinks the blood:
And down his mouth comes to my mouth, and down
His dark bright eyes descend like a fiery hood
Upon my mind: his mouth meets mine, and a flood
Of sweet fire sweeps across me, so I drown
Within him, die, and find death good.",Cruelty and Love ,Modern,Nature
HART CRANE,"Hart Crane, ""Cutty Sark"" from The Complete Poems of Hart Crane, edited by Marc SImon. Copyright  1933, 1958, 1966 by Liveright Publishing Corporation. Copyright  1986 by Marc Simon. Used by permission of Liveright Publishing.",from Cutty Sark,Modern,Nature
MARJORIE PICKTHALL,"See, the grass is full of stars,
Fallen in their brightness;
Hearts they have of shining gold,
Rays of shining whiteness.

Buttercups have honeyed hearts,
Bees they love the clover,
But I love the daisies' dance
All the meadow over.

Blow, O blow, you happy winds,
Singing summer's praises,
Up the field and down the field
A-dancing with the daisies.",Daisy Time,Modern,Nature
ARCHIBALD MACLEISH,"Archibald MacLeish, Definition of the Frontiers from Collected Poems 1917-1982. Copyright  1985 by The Estate of Archibald MacLeish. Reprinted with the permission of Houghton Mifflin Company. All rights reserved.",Definition of the Frontiers,Modern,Nature
HUGH MACDIARMID,"Hugh MacDiarmid, The Eemis Stane from Selected Poetry. Copyright  1992 by Alan Riach and Michael Grieve. Reprinted with the permission of New Directions Publishing Corporation.",The Eemis Stane,Modern,Nature
D. H. LAWRENCE,"This spring as it comes bursts up in bonfires green,
Wild puffing of emerald trees, and flame-filled bushes,
Thorn-blossom lifting in wreaths of smoke between
Where the wood fumes up and the watery, flickering rushes.

I am amazed at this spring, this conflagration
Of green fires lit on the soil of the earth, this blaze
Of growing, and sparks that puff in wild gyration,
Faces of people streaming across my gaze.

And I, what fountain of fire am I among
This leaping combustion of spring? My spirit is tossed
About like a shadow buffeted in the throng
Of flames, a shadow that's gone astray, and is lost.",The Enkindled Spring,Modern,Nature
LOUIS UNTERMEYER,"I never knew the earth had so much gold
The fields run over with it, and this hill
Hoary and old,
Is young with buoyant blooms that flame and thrill.

Such golden fires, such yellowlo, how good
This spendthrift world, and what a lavish God!
This fringe of wood,
Blazing with buttercup and goldenrod.

You too, beloved, are changed. Again I see
Your face grow mystical, as on that night
You turned to me,
And all the trembling worldand youwere white.

Aye, you are touched; your singing lips grow dumb;
The fields absorb you, color you entire . . .
And you become
A goddess standing in a world of fire!",Feuerzauber,Modern,Nature
CARL SANDBURG,"The fog comes
on little cat feet.

It sits looking
over harbor and city
on silent haunches
and then moves on.",Fog,Modern,Nature
HUGH MACDIARMID,"Hugh MacDiarmid, Gairmscoile from Selected Poetry. Copyright  1992 by Alan Riach and Michael Grieve. Reprinted with the permission of New Directions Publishing Corporation.",Gairmscoile,Modern,Nature
D. H. LAWRENCE,"When she rises in the morning
I linger to watch her;
She spreads the bath-cloth underneath the window
And the sunbeams catch her
Glistening white on the shoulders,
While down her sides the mellow
Golden shadow glows as
She stoops to the sponge, and her swung breasts
Sway like full-blown yellow
Gloire de Dijon roses.

She drips herself with water, and her shoulders
Glisten as silver, they crumple up
Like wet and falling roses, and I listen
For the sluicing of their rain-dishevelled petals.
In the window full of sunlight
Concentrates her golden shadow
Fold on fold, until it glows as
Mellow as the glory roses.",Gloire de Dijon,Modern,Nature
PAUL LAURENCE DUNBAR,"Pray why are you so bare, so bare,
   Oh, bough of the old oak-tree;
And why, when I go through the shade you throw,
   Runs a shudder over me?

My leaves were green as the best, I trow,
   And sap ran free in my veins,
But I say in the moonlight dim and weird
   A guiltless victim's pains.

I bent me down to hear his sigh;
   I shook with his gurgling moan,
And I trembled sore when they rode away,
   And left him here alone.

They'd charged him with the old, old crime,
   And set him fast in jail:
Oh, why does the dog howl all night long,
   And why does the night wind wail?

He prayed his prayer and he swore his oath,
   And he raised his hand to the sky;
But the beat of hoofs smote on his ear,
   And the steady tread drew nigh.

Who is it rides by night, by night,
   Over the moonlit road?
And what is the spur that keeps the pace,
   What is the galling goad?

And now they beat at the prison door,
   ""Ho, keeper, do not stay!
We are friends of him whom you hold within,
   And we fain would take him away

""From those who ride fast on our heels
   With mind to do him wrong;
They have no care for his innocence,
   And the rope they bear is long.""

They have fooled the jailer with lying words,
   They have fooled the man with lies;
The bolts unbar, the locks are drawn,
   And the great door open flies.

Now they have taken him from the jail,
   And hard and fast they ride,
And the leader laughs low down in his throat,
   As they halt my trunk beside.

Oh, the judge, he wore a mask of black,
   And the doctor one of white,
And the minister, with his oldest son,
   Was curiously bedight.

Oh, foolish man, why weep you now?
   'Tis but a little space,
And the time will come when these shall dread
   The mem'ry of your face.

I feel the rope against my bark,
   And the weight of him in my grain,
I feel in the throe of his final woe
   The touch of my own last pain.

And never more shall leaves come forth
   On the bough that bears the ban;
I am burned with dread, I am dried and dead,
   From the curse of a guiltless man.

And ever the judge rides by, rides by,
   And goes to hunt the deer,
And ever another rides his soul
   In the guise of a mortal fear.

And ever the man he rides me hard,
   And never a night stays he;
For I feel his curse as a haunted bough,
   On the trunk of a haunted tree.",The Haunted Oak,Modern,Nature
SARA TEASDALE,"When I am dead and over me bright April
Shakes out her rain-drenched hair,
Tho' you should lean above me broken-hearted,
I shall not care.

I shall have peace, as leafy trees are peaceful
When rain bends down the bough,
And I shall be more silent and cold-hearted
Than you are now.",I Shall not Care,Modern,Nature
E. E. CUMMINGS,"in Just-
spring          when the world is mud-
luscious the little
lame balloonman

whistles          far          and wee

and eddieandbill come
running from marbles and
piracies and it's
spring

when the world is puddle-wonderful

the queer
old balloonman whistles
far          and             wee
and bettyandisbel come dancing

from hop-scotch and jump-rope and

it's
spring
and

         the

                  goat-footed

balloonMan          whistles
far
and
wee",[in Just-],Modern,Nature
WILLIAM BUTLER YEATS,"I will arise and go now, and go to Innisfree,
And a small cabin build there, of clay and wattles made;
Nine bean-rows will I have there, a hive for the honey-bee,
And live alone in the bee-loud glade.

And I shall have some peace there, for peace comes dropping slow,
Dropping from the veils of the morning to where the cricket sings;
There midnights all a glimmer, and noon a purple glow,
And evening full of the linnets wings.

I will arise and go now, for always night and day
I hear lake water lapping with low sounds by the shore;
While I stand on the roadway, or on the pavements grey,
I hear it in the deep hearts core.",The Lake Isle of Innisfree,Modern,Nature
ARCHIBALD MACLEISH,"Archibald MacLeish, Lines for a Prologue from Collected Poems 1917-1982. Copyright  1985 by The Estate of Archibald MacLeish. Reprinted with the permission of Houghton Mifflin Company. All rights reserved.",Lines for a Prologue,Modern,Nature
