Unnamed: 0,0,1,2,3,4,5,6,7,8,haiku,lang,0_syllables,1_syllables,2_syllables,3_syllables,4_syllables,5_syllables,6_syllables,7_syllables,8_syllables
307,rain scented air,a thousand frogs,croaking,,,,,,,"rain scented air
a thousand frogs
croaking",en,4,4,2,,,,,,
308,grey sky,the cluster of white breaks up,into egrets,,,,,,,"grey sky
the cluster of white breaks up
into egrets",en,2,7,4,,,,,,
309,night traffic,the silent lake,seems much bigger,,,,,,,"night traffic
the silent lake
seems much bigger",en,3,4,4,,,,,,
310,little pawprints,in the concrete,from the lost kitten,,,,,,,"little pawprints
in the concrete
from the lost kitten",en,4,4,5,,,,,,
311,Danube dripping,from a housewife's bag,the tail of a carp,,,,,,,"Danube dripping
from a housewife's bag
the tail of a carp",en,4,5,5,,,,,,
317,false dawn,sometimes i still,think of home,,,,,,,"false dawn
sometimes i still
think of home",en,2,4,3,,,,,,
318,first frost -,a twirl of yellow leaves,as the bus passes,,,,,,,"first frost -
a twirl of yellow leaves
as the bus passes",en,2,6,5,,,,,,
320,the same moon,shines on us both --,these cold sheets,,,,,,,"the same moon
shines on us both --
these cold sheets",en,3,"4,5",3,,,,,,
321,sodium light -,a darker world beneath,the puddles,,,,,,,"sodium light -
a darker world beneath
the puddles",en,4,6,3,,,,,,
322,lockerbie -,the long walk from graveyard,into town,,,,,,,"lockerbie -
the long walk from graveyard
into town",en,3,6,3,,,,,,
323,silbury hill -,my wife pregnant with our,first child,,,,,,,"silbury hill -
my wife pregnant with our
first child",en,4,"6,7",2,,,,,,
324,north winds ?,snow flakes and,the smell of smoke,,,,,,,"north winds ?
snow flakes and
the smell of smoke",en,2,3,4,,,,,,
325,burning leaves,this foggy evening---,two kinds of smoke,,,,,,,"burning leaves
this foggy evening---
two kinds of smoke",en,3,5,4,,,,,,
326,stoplight,each of us tapping,to our own beat,,,,,,,"stoplight
each of us tapping
to our own beat",en,2,"5,6","4,5",,,,,,
327,laundry encounter,a plastic shark,falls out of a bath towel,,,,,,,"laundry encounter
a plastic shark
falls out of a bath towel",en,5,4,"6,7",,,,,,
328,'seven samurai' *,half the village burning,while my son makes popcorn,,,,,,,"'seven samurai' *
half the village burning
while my son makes popcorn",en,5,6,6,,,,,,
329,hard winter ground -,we argue about,the constellations,,,,,,,"hard winter ground -
we argue about
the constellations",en,4,5,5,,,,,,
330,road accident,a crowd of teddies stares out,from the shop window,,,,,,,"road accident
a crowd of teddies stares out
from the shop window",en,4,7,5,,,,,,
332,deep night,one cricket chirps,anyhow,,,,,,,"deep night
one cricket chirps
anyhow",en,2,4,3,,,,,,
333,ants transport a moth,traffic noise penetrates,the bamboo grove,,,,,,,"ants transport a moth
traffic noise penetrates
the bamboo grove",en,5,6,4,,,,,,
334,autumn breakfast,the last mosquito's hover,over my campfire,,,,,,,"autumn breakfast
the last mosquito's hover
over my campfire",en,4,7,6,,,,,,
335,passing monarchs --,a few leaves flutter,to the road,,,,,,,"passing monarchs --
a few leaves flutter
to the road",en,4,5,3,,,,,,
336,waiting for winter---,eating rice balls,under a full moon,,,,,,,"waiting for winter---
eating rice balls
under a full moon",en,5,4,5,,,,,,
337,"scooping steamed rice,",the laborer,at sundown,,,,,,,"scooping steamed rice,
the laborer
at sundown",en,4,4,3,,,,,,
338,windswept afternoon---,tea scent,on my tongue,,,,,,,"windswept afternoon---
tea scent
on my tongue",en,5,2,3,,,,,,
340,grandfather's grave,just another stone,for the dragonfly,,,,,,,"grandfather's grave
just another stone
for the dragonfly",en,4,5,5,,,,,,
341,a sleepless hour,first the geese,then the train,,,,,,,"a sleepless hour
first the geese
then the train",en,"4,5",3,3,,,,,,
342,fall clock,the deer by the pond,an hour earlier,,,,,,,"fall clock
the deer by the pond
an hour earlier",en,2,5,"5,6",,,,,,
343,morning troubles,it starts with a dead cricket,in the spider web,,,,,,,"morning troubles
it starts with a dead cricket
in the spider web",en,4,7,5,,,,,,
344,cotton fields*,the only white left,is the snow,,,,,,,"cotton fields*
the only white left
is the snow",en,3,5,3,,,,,,
347,peach moon . . .,the thin slice left,for us,,,,,,,"peach moon . . .
the thin slice left
for us",en,2,4,"2,3",,,,,,
348,grassy moon,we slip off our shoes,to count the stars,,,,,,,"grassy moon
we slip off our shoes
to count the stars",en,3,"5,6",4,,,,,,
354,the fish lazily surface,in the pond nearby ~,the sun on my teacup,,,,,,,"the fish lazily surface
in the pond nearby ~
the sun on my teacup",en,7,5,6,,,,,,
355,Parting the fog,blue nose of the ferry,homeward bound,,,,,,,"Parting the fog
blue nose of the ferry
homeward bound",en,4,6,3,,,,,,
356,Autumn sky,many layers of clouds,pile of leaves,,,,,,,"Autumn sky
many layers of clouds
pile of leaves",en,3,6,3,,,,,,
357,Autumn sky,shades of pink and purple,field of pumkins,,,,,,,"Autumn sky
shades of pink and purple
field of pumkins",en,3,6,4,,,,,,
358,last light,sounds of crows settling,in the tree,,,,,,,"last light
sounds of crows settling
in the tree",en,2,"5,6",3,,,,,,
363,chirping birds --,the instant I press,the stop button,,,,,,,"chirping birds --
the instant I press
the stop button",en,3,5,4,,,,,,
364,plasma tv -,in high resolution,the homeless man's face,,,,,,,"plasma tv -
in high resolution
the homeless man's face",en,"4,6",6,5,,,,,,
365,the sound of geese,drowned by the sound of the train,this morning,,,,,,,"the sound of geese
drowned by the sound of the train
this morning",en,4,7,3,,,,,,
366,At breakfast,after first sip of coffee,i notice a rainbow,,,,,,,"At breakfast
after first sip of coffee
i notice a rainbow",en,3,7,6,,,,,,
367,cicadas,at twilight,finally it rains,,,,,,,"cicadas
at twilight
finally it rains",en,3,3,5,,,,,,
369,fading bougainvillea, in the night sky . . .,    mars!,,,,,,,"fading bougainvillea
 in the night sky . . .
    mars!",en,7,4,1,,,,,,
370,afternoon lull,the traffic island,crowded with pigeons,,,,,,,"afternoon lull
the traffic island
crowded with pigeons",en,4,5,5,,,,,,
371,bike tail lights,a lingering smell,of perfume,,,,,,,"bike tail lights
a lingering smell
of perfume",en,3,"4,5",3,,,,,,
372,quiet lane,after the jasmine,smell of fried onions,,,,,,,"quiet lane
after the jasmine
smell of fried onions",en,3,5,5,,,,,,
373,gentle,on my window,summer rain,and his whispers rising,"falling, rising. . .",,,,,"gentle
on my window
summer rain
and his whispers rising
falling, rising. . .",en,2,4,3,6,4,,,,
374,summer's end-,a cool rain slides,down the hollyhocks,,,,,,,"summer's end-
a cool rain slides
down the hollyhocks",en,3,4,5,,,,,,
375,summer's end,my hand lingers,in the dry grass,,,,,,,"summer's end
my hand lingers
in the dry grass",en,3,4,4,,,,,,
376,hungry,half of the moon,hidden,,,,,,,"hungry
half of the moon
hidden",en,2,4,2,,,,,,
377,rain,another leaf,down,,,,,,,"rain
another leaf
down",en,1,4,1,,,,,,
378,sharia,the sound of one hand,clapping,,,,,,,"sharia
the sound of one hand
clapping",en,3,5,2,,,,,,
380,acorn falls,the sound of rain,continues,,,,,,,"acorn falls
the sound of rain
continues",en,3,4,3,,,,,,
383,First day of autumn,splash of a spawning salmon,another cycle begins,,,,,,,"First day of autumn
splash of a spawning salmon
another cycle begins",en,5,7,7,,,,,,
384,Last day of September,bay and islands in fog,aroma of coffee,,,,,,,"Last day of September
bay and islands in fog
aroma of coffee",en,6,6,6,,,,,,
385,First day of October,the morning sun in my eyes,clank of the furnace,,,,,,,"First day of October
the morning sun in my eyes
clank of the furnace",en,6,7,5,,,,,,
386,A fine mist,covers the tall cedars,foggy glasses,,,,,,,"A fine mist
covers the tall cedars
foggy glasses",en,3,6,4,,,,,,
388,splatting drops . . .,  moments ago they held,      a rainbow,,,,,,,"splatting drops . . .
  moments ago they held
      a rainbow",en,3,6,3,,,,,,
389,hillside thunder,barely a rainbow in a plume,of smoke,,,,,,,"hillside thunder
barely a rainbow in a plume
of smoke",en,4,8,2,,,,,,
390,morning camp,only an ember remains,but it's enough,,,,,,,"morning camp
only an ember remains
but it's enough",en,3,7,4,,,,,,
392,blackout --,how bright Mars shines,this summer night!,,,,,,,"blackout --
how bright Mars shines
this summer night!",en,2,4,4,,,,,,
393,rush hour ~,closing the car window,on my hair,,,,,,,"rush hour ~
closing the car window
on my hair",en,"2,3",6,3,,,,,,
395,black-out--,the holiday glow,of fireflies,,,,,,,"black-out--
the holiday glow
of fireflies",en,1,5,4,,,,,,
396,black-out--,in my neighbor's house,a room to room glow,,,,,,,"black-out--
in my neighbor's house
a room to room glow",en,1,5,5,,,,,,
397,warmed-over coffee--,the gray gray sound,of winter rain,,,,,,,"warmed-over coffee--
the gray gray sound
of winter rain",en,3,4,4,,,,,,
398,the old temple,a snake on the stone step,crawling away,,,,,,,"the old temple
a snake on the stone step
crawling away",en,4,6,4,,,,,,
399,sparrow song--,two ladies on the verandah,just before the rain,,,,,,,"sparrow song--
two ladies on the verandah
just before the rain",en,3,8,5,,,,,,
404,summer heat,my air conditioner,sweating,,,,,,,"summer heat
my air conditioner
sweating",en,3,6,2,,,,,,
405,summer's end-,one haiku becomes,another,,,,,,,"summer's end-
one haiku becomes
another",en,3,5,3,,,,,,
406,sunset,the shopkeeper burns incense,to drive out mosquitoes,,,,,,,"sunset
the shopkeeper burns incense
to drive out mosquitoes",en,2,7,6,,,,,,
407,sudden rain,cows crowd the entrance,to the hotel,,,,,,,"sudden rain
cows crowd the entrance
to the hotel",en,3,5,4,,,,,,
408,opulent temple,pigeons occupy,every niche,,,,,,,"opulent temple
pigeons occupy
every niche",en,5,5,"3,4",,,,,,
409,Over the bay,August full moon rises,as days shorten,,,,,,,"Over the bay
August full moon rises
as days shorten",en,4,6,4,,,,,,
410,dog days --,the hill carried away,a truck at a time,,,,,,,"dog days --
the hill carried away
a truck at a time",en,2,6,5,,,,,,
411,lingering day --,I study the moss,in a park bench,,,,,,,"lingering day --
I study the moss
in a park bench",en,"3,4",5,4,,,,,,
412,last straw rejection --,the telemarketer tells me,I'm too old,,,,,,,"last straw rejection --
the telemarketer tells me
I'm too old",en,5,8,3,,,,,,
414,summer's end,an orange sunset,crayoned on the wall,,,,,,,"summer's end
an orange sunset
crayoned on the wall",en,3,5,5,,,,,,
415,two moons,on August 27th,Mother's birthdate,,,,,,,"two moons
on August 27th
Mother's birthdate",en,2,7,4,,,,,,
416,Wild fires rage,scent of cedar,fills the air,,,,,,,"Wild fires rage
scent of cedar
fills the air",en,"3,4",4,3,,,,,,
417,children dancing,circles in the rain-,autumn leaves,,,,,,,"children dancing
circles in the rain-
autumn leaves",en,4,5,3,,,,,,
418,falling leaves-,unpacking winter clothes,from cedar trunks,,,,,,,"falling leaves-
unpacking winter clothes
from cedar trunks",en,3,6,4,,,,,,
419,starless night--,Las Vegas spills,over the desert,,,,,,,"starless night--
Las Vegas spills
over the desert",en,3,"4,6",5,,,,,,
420,garden embrace,the fresh smell of her,sun dried laundry,,,,,,,"garden embrace
the fresh smell of her
sun dried laundry",en,4,5,4,,,,,,
421,kitchen embrace,the smell of her hot,apple pie,,,,,,,"kitchen embrace
the smell of her hot
apple pie",en,4,5,3,,,,,,
422,farewell embrace,a faint essence,of mothballs,,,,,,,"farewell embrace
a faint essence
of mothballs",en,4,4,3,,,,,,
423,fallen tree,the poor woman's axe,gleams brightly,,,,,,,"fallen tree
the poor woman's axe
gleams brightly",en,3,5,3,,,,,,
424,muddy street,the black pig's feet,and tail tip are white,,,,,,,"muddy street
the black pig's feet
and tail tip are white",en,3,4,5,,,,,,
425,unkempt garden,a hibiscus blooms,amongst the weeds,,,,,,,"unkempt garden
a hibiscus blooms
amongst the weeds",en,4,5,4,,,,,,
427,pleasantly drunk,in the orchard,a flock of waxwings,,,,,,,"pleasantly drunk
in the orchard
a flock of waxwings",en,4,4,5,,,,,,
428,bonfire's glow,my niece cups her hands,around a firefly,,,,,,,"bonfire's glow
my niece cups her hands
around a firefly",en,4,5,6,,,,,,
429,dark,clouds,a pigeon,on the last,streetlight,,,,,"dark
clouds
a pigeon
on the last
streetlight",en,1,1,3,3,2,,,,
430,Twin Towers-,where once two shadows,now only sun,,,,,,,"Twin Towers-
where once two shadows
now only sun",en,3,5,4,,,,,,
431,rice seedlings-,each step deeper,in the mud,,,,,,,"rice seedlings-
each step deeper
in the mud",en,3,4,3,,,,,,
432,the moon,in every puddle,the same,,,,,,,"the moon
in every puddle
the same",en,2,"5,6",2,,,,,,
433,the stench,of a dead sheep,in summer,rain,,,,,,"the stench
of a dead sheep
in summer
rain",en,2,4,3,1,,,,,
434,sad words,and tears in my teacup,rainstorm,,,,,,,"sad words
and tears in my teacup
rainstorm",en,2,6,2,,,,,,
435,rainy New York,from the tenth storey window,black umbrellas bloom,,,,,,,"rainy New York
from the tenth storey window
black umbrellas bloom",en,4,7,5,,,,,,
436,rainy Baltimore,umbrella blossoms,in cafe windows,,,,,,,"rainy Baltimore
umbrella blossoms
in cafe windows",en,5,5,5,,,,,,
439,summer wind,the blue jay's reflection,in the birdbath,,,,,,,"summer wind
the blue jay's reflection
in the birdbath",en,3,6,4,,,,,,
440,Memorial Day,a layer of dust,covers his urn,,,,,,,"Memorial Day
a layer of dust
covers his urn",en,5,5,4,,,,,,
441,cloudburst,the flies are already,in the house,,,,,,,"cloudburst
the flies are already
in the house",en,2,6,3,,,,,,
442,soft rain,the sound of hammering,from the construction site,,,,,,,"soft rain
the sound of hammering
from the construction site",en,2,6,6,,,,,,
448,sunset --,the day's heat,still in the car,,,,,,,"sunset --
the day's heat
still in the car",en,2,3,4,,,,,,
449,end of the drought --,a mushroom tilts,under the spruce,,,,,,,"end of the drought --
a mushroom tilts
under the spruce",en,4,4,4,,,,,,
453, day moon -,the girl brushing her hair,smiles suddenly,,,,,,," day moon -
the girl brushing her hair
smiles suddenly",en,2,6,4,,,,,,
459,lifting fog,the face of an old friend,on my morning walk,,,,,,,"lifting fog
the face of an old friend
on my morning walk",en,3,6,5,,,,,,
460,daybreak ...,still sipping bitter coffee,we rehash last night,,,,,,,"daybreak ...
still sipping bitter coffee
we rehash last night",en,2,7,5,,,,,,
462,cloud shadows --,and eagle picks over,what the tide left,,,,,,,"cloud shadows --
and eagle picks over
what the tide left",en,3,6,4,,,,,,
463,ebb tide --,a photo of a missing girl,flutters in the breeze,,,,,,,"ebb tide --
a photo of a missing girl
flutters in the breeze",en,2,8,5,,,,,,
464,first raindrops --,frog bones in,the middle of the path,,,,,,,"first raindrops --
frog bones in
the middle of the path",en,3,3,6,,,,,,
465,after the long wait . . .,  two unattended dove eggs,      in summer rain,,,,,,,"after the long wait . . .
  two unattended dove eggs
      in summer rain",en,5,7,4,,,,,,
466,walking to work -,the blossoms on my street,late this year,,,,,,,"walking to work -
the blossoms on my street
late this year",en,4,6,3,,,,,,
467,morning mist--,a canada goose,asleep on the dock,,,,,,,"morning mist--
a canada goose
asleep on the dock",en,3,5,5,,,,,,
472,summer solstice,he remembers,to lift the sea,,,,,,,"summer solstice
he remembers
to lift the sea",en,4,4,4,,,,,,
473,fresh paint,a white moth circles,the bug light,,,,,,,"fresh paint
a white moth circles
the bug light",en,2,5,3,,,,,,
