haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"chipped nail polish
the red
of a leaf falling
",chipped nail polish,the red,of a leaf falling,en,4,2,5
"half-empty bottle
whiskey trembles
at a touch
",half-empty bottle,whiskey trembles,at a touch,en,3,4,3
"fireworks
home from the war
my uncle flinches
",fireworks,home from the war,my uncle flinches,en,2,4,5
"autumn damp?
old leaves composting
in the back lot
",autumn damp?,old leaves composting,in the back lot,en,3,5,4
"empty bleachers
a sparrow takes a dust bath
behind home plate
",empty bleachers,a sparrow takes a dust bath,behind home plate,en,4,7,4
"walking in flip-flops
on top of the leaves
indian summer
",walking in flip-flops,on top of the leaves,indian summer,en,4,5,5
"rainy day
the street musician's
empty tip box
",rainy day,the street musician's,empty tip box,en,3,5,4
"poverty
no matter where you go
the moon
",poverty,no matter where you go,the moon,en,3,6,2
"no exit sign
the door scuffed
with boot marks
",no exit sign,the door scuffed,with boot marks,en,4,3,3
"silhouetted trees
against a hazy moon?
end of vacation
",silhouetted trees,against a hazy moon?,end of vacation,en,5,6,5
"full moon
lemon slice floating
in my teacup
",full moon,lemon slice floating,in my teacup,en,2,5,4
"black elder
shakes its shadow loose
early snowfall
",black elder,shakes its shadow loose,early snowfall,en,3,5,4
"snow melt?
a puddle
of lost mittens
",snow melt?,a puddle,of lost mittens,en,2,3,4
"west coast sky?
the cat dreams
of catching eagles
",west coast sky?,the cat dreams,of catching eagles,en,3,3,5
"beachside
after iced tea
his cold, cold kiss
",beachside,after iced tea,"his cold, cold kiss",en,2,4,4
"manhattan
bus doors clossse
with a hisss
",manhattan,bus doors clossse,with a hisss,en,3,3,3
"doctor's rounds
a frantic search
for her good teeth
",doctor's rounds,a frantic search,for her good teeth,en,3,4,4
"on the railing
a leaf hopper studies
my pen
",on the railing,a leaf hopper studies,my pen,en,4,6,2
"wading
out into the creek
water lilies
",wading,out into the creek,water lilies,en,2,5,4
"grandma's coffee table
the yellow green orange
of old jelly beans
",grandma's coffee table,the yellow green orange,of old jelly beans,en,6,6,5
"dawn chorus
the sky surrendering
its indigo
",dawn chorus,the sky surrendering,its indigo,en,3,6,4
"through a slice
in the sunset sky
new moon
",through a slice,in the sunset sky,new moon,en,3,5,2
"chinook's in
melting snowman
loses face
",chinook's in,melting snowman,loses face,en,3,4,3
"tree-shimmering pond
the jazzband wavers
through birdland
",tree-shimmering pond,the jazzband wavers,through birdland,en,2,5,3
"veterans day
removing his prosthetic arm
at the airport
",veterans day,removing his prosthetic arm,at the airport,en,"3,4",8,4
"old camp road?
plumes of dust eddy
in the heat
",old camp road?,plumes of dust eddy,in the heat,en,3,5,3
"snowflake
the moment before it melts
his smile
",snowflake,the moment before it melts,his smile,en,2,7,2
"driving under over red gold trees
rain slicked roads
",driving under over red gold trees,rain slicked roads,,en,9,3,0
"knee deep snow
hiking all the way
to the mailbox
",knee deep snow,hiking all the way,to the mailbox,en,3,5,4
"strolling policeman
even the spider hides
behind the bench
",strolling policeman,even the spider hides,behind the bench,en,5,6,4
"back from war
the soldier cleans
his room
",back from war,the soldier cleans,his room,en,3,4,2
"day moon
the call of a goose
from the south bank
",day moon,the call of a goose,from the south bank,en,2,5,4
"twilight lake
a solitary loon dives
into itself
",twilight lake,a solitary loon dives,into itself,en,3,7,4
"alight
bend pivot shudder flutter
bye
",alight,bend pivot shudder flutter,bye,en,2,7,1
"open air stage
in the moon's spotlight
a dancing moth
",open air stage,in the moon's spotlight,a dancing moth,en,4,5,4
"small town
idling at the red light
horse & buggy
",small town,idling at the red light,horse & buggy,en,2,"6,7",3
"winter beach
two herring gulls dip
into sunrise
",winter beach,two herring gulls dip,into sunrise,en,3,5,4
"river sunset
above my head a circle
of buzzards
",river sunset,above my head a circle,of buzzards,en,4,7,3
"new self-knowledge
a sinkhole to the right
of the path
",new self-knowledge,a sinkhole to the right,of the path,en,2,6,3
"outdoor theatre
watching the crow
watching the play
",outdoor theatre,watching the crow,watching the play,en,5,4,4
"midnight thunder
zigzag lines cross the sky . . .
the crack in my mirror
",midnight thunder,zigzag lines cross the sky . . .,the crack in my mirror,en,4,6,6
"blending
with ice fog . . .
my breath
",blending,with ice fog . . .,my breath,en,2,3,2
"the wind through
wild plum blossoms
deeper breath
",the wind through,wild plum blossoms,deeper breath,en,3,4,3
"ice cream, basketball
'subway not fast enough
for one-day weekends
","ice cream, basketball",'subway not fast enough,for one-day weekends,en,5,6,4
"time enough to read
this
one second added
",time enough to read,this,one second added,en,5,1,5
"shape of the afternoon
a dog shakes
its checkered coat
",shape of the afternoon,a dog shakes,its checkered coat,en,6,3,4
"snow angel
the shadow
of a raven's wing
",snow angel,the shadow,of a raven's wing,en,3,3,5
"january thaw?
we are speaking
again
",january thaw?,we are speaking,again,en,5,4,2
"winter ball...
instead of her hand
i kiss her mitten
",winter ball...,instead of her hand,i kiss her mitten,en,3,5,5
"hunger moon
even my dreams
empty
",hunger moon,even my dreams,empty,en,3,4,2
"the
smell
of snow
",the,smell,of snow,en,1,1,2
"four cell phones in a row
and one notebook: foreigner
",four cell phones in a row,and one notebook: foreigner,,en,6,"6,7",0
"not yet winter?
the ptarmigan
already white
",not yet winter?,the ptarmigan,already white,en,4,4,4
"summer apples dangle
up, down, side to side?
life before the fall
",summer apples dangle,"up, down, side to side?",life before the fall,en,6,5,5
"dream
of a lost moon
snow light
",dream,of a lost moon,snow light,en,1,4,2
"she checks short dress,
long hair in the window:
backhoe driver concentrates
","she checks short dress,",long hair in the window:,backhoe driver concentrates,en,4,6,7
"tails of two balloons?
all they take
with them
",tails of two balloons?,all they take,with them,en,5,3,2
"city lights...
the distance
between us
",city lights...,the distance,between us,en,3,3,"3,4"
"picking sea holly
the sky
just as blue
",picking sea holly,the sky,just as blue,en,5,2,3
"weather girl?
the low front rolling in
matches her outfit
",weather girl?,the low front rolling in,matches her outfit,en,3,6,5
"spring day...
flowers
i've never seen
",spring day...,flowers,i've never seen,en,"2,3",2,4
"december sky?
a jay's voice
shrill blue
",december sky?,a jay's voice,shrill blue,en,4,3,2
"only thing blacker
than raven's wings: eyes dark
enough to steal the sun
",only thing blacker,than raven's wings: eyes dark,enough to steal the sun,en,5,6,6
"old rosary
the diary
of her hands
",old rosary,the diary,of her hands,en,4,"3,4",3
"going the wrong way
down the street
a mockingbird
",going the wrong way,down the street,a mockingbird,en,5,3,4
"losing track of place
on patchwork quilt
despite dropped crumbs
",losing track of place,on patchwork quilt,despite dropped crumbs,en,5,4,4
"[insert perceptive
seventeen syllable verse
without humor here]
",[insert perceptive,seventeen syllable verse,without humor here],en,3,7,5
"a small hand
reaches for the stars
moon bounce
",a small hand,reaches for the stars,moon bounce,en,3,5,2
"valentine morning
time to release
the lovebirds
",valentine morning,time to release,the lovebirds,en,5,4,3
"in an old diary
between pages?
withered rose
",in an old diary,between pages?,withered rose,en,"5,6",4,3
"hospice visit
the daffodil stems
in a clear vase
",hospice visit,the daffodil stems,in a clear vase,en,4,5,4
"squirrel's delicate
turning of acorn
i almost kiss you
",squirrel's delicate,turning of acorn,i almost kiss you,en,5,5,5
"waning moon?
on her mourning dress,
a white pacifier
",waning moon?,"on her mourning dress,",a white pacifier,en,3,5,6
"the wet kleenex snow
blob on the sidewalk holds her
entire small handprint
",the wet kleenex snow,blob on the sidewalk holds her,entire small handprint,en,5,7,6
"still sky
no birds, no breeze
morning after the war
",still sky,"no birds, no breeze",morning after the war,en,2,4,6
"daylilies . . .
my son's face
freckled orange
",daylilies . . .,my son's face,freckled orange,en,3,3,4
"sudden rainstorm
the dog shakes off
each drop
",sudden rainstorm,the dog shakes off,each drop,en,4,4,2
"white kimono
often confused
with nine hundred count percale
",white kimono,often confused,with nine hundred count percale,en,4,4,7
"earthquake alarm...
trees raise their hands
towards the sky
",earthquake alarm...,trees raise their hands,towards the sky,en,4,4,"3,4"
"cubical snug, plays
solitaire, eats like you would
load a pellet gun
","cubical snug, plays","solitaire, eats like you would",load a pellet gun,en,5,7,5
"rocking chair
sits in the attic
counting years
",rocking chair,sits in the attic,counting years,en,3,5,3
"deep shadows
i play hide and seek
with the sun
",deep shadows,i play hide and seek,with the sun,en,3,5,3
"pipe leaking
a way to get to know
new neighbors
",pipe leaking,a way to get to know,new neighbors,en,3,6,3
"watching a sunset
in black and white
the color-blind man
",watching a sunset,in black and white,the color-blind man,en,5,4,4
"first dew touch?
shyly, the lily unfolds
her petals
",first dew touch?,"shyly, the lily unfolds",her petals,en,3,7,3
"she's plucking eyebrows
from the wall mirror like an
escher drawn escher
",she's plucking eyebrows,from the wall mirror like an,escher drawn escher,en,5,7,5
"spring breeze
smell of flowers and
starch
",spring breeze,smell of flowers and,starch,en,"2,3",5,1
"this longest night?
knitting the baby's blanket
into socks
",this longest night?,knitting the baby's blanket,into socks,en,4,7,3
"bottoms in the air
a line
of missing ducks
",bottoms in the air,a line,of missing ducks,en,5,2,4
"half moon?
dog's bark above
the factory noise
",half moon?,dog's bark above,the factory noise,en,2,4,5
"what wind finds you here
begging shadows, coins tapping
songs for an alley
",what wind finds you here,"begging shadows, coins tapping",songs for an alley,en,5,7,5
"growing sideways
in the deep forest?
a single birch
",growing sideways,in the deep forest?,a single birch,en,4,5,4
"skeletons of the aspen,
snowflakes dance
the winter away.
","skeletons of the aspen,",snowflakes dance,the winter away.,en,7,3,5
"sipping green tea
from a styrofoam cup...
stomach in knots
",sipping green tea,from a styrofoam cup...,stomach in knots,en,4,6,4
"the blue-eyed cat, gone
was it coyotes
or that flock of big ravens?
","the blue-eyed cat, gone",was it coyotes,or that flock of big ravens?,en,4,"4,5",7
"freeing the ego
doesn't mean abandoning
your love of peaches
",freeing the ego,doesn't mean abandoning,your love of peaches,en,5,7,5
"clank of iron?
two butterflies ascend
in their mating dance
",clank of iron?,two butterflies ascend,in their mating dance,en,4,6,5
"black cars drive themselves
suits, wind flutters pages, me
buried in my clothes
",black cars drive themselves,"suits, wind flutters pages, me",buried in my clothes,en,5,7,5
"curls of smoke,
rise from my coffeepot.
the soft patter of rain.
","curls of smoke,",rise from my coffeepot.,the soft patter of rain.,en,3,6,6
"drifting
with the snow
a plastic bag
",drifting,with the snow,a plastic bag,en,2,3,4
"a silver scimitar
new moon slices
night blue sky
",a silver scimitar,new moon slices,night blue sky,en,6,4,3
"rabbits at market,
their furs pulled off like mittens?
shiny, newborn limbs.
","rabbits at market,",their furs pulled off like mittens?,"shiny, newborn limbs.",en,5,7,5
"little windfall apples?
cartoon cherry bombs
that went pffft
",little windfall apples?,cartoon cherry bombs,that went pffft,en,6,5,6
"frost on morning glass
winter's gentle face, voices
whisper through windows
",frost on morning glass,"winter's gentle face, voices",whisper through windows,en,5,7,5
"on both sides
of the cemetery fence
wild flowers
",on both sides,of the cemetery fence,wild flowers,en,3,7,3
"and there lies the ocean,
so grey and deep,
a bobbing yacht.
","and there lies the ocean,","so grey and deep,",a bobbing yacht.,en,6,4,4
"i fill the feeder
chickadee sings
we are grateful
",i fill the feeder,chickadee sings,we are grateful,en,5,4,4
"the dust of two towers
is slowly obscured by smoke
from a thousand towns.
",the dust of two towers,is slowly obscured by smoke,from a thousand towns.,en,6,7,5
