haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"the path of the just is like the sun
that fades into the sun set
at the end of the day",the path of the just is like the sun,that fades into the sun set,at the end of the day,en,9,7,6
"some things we may never understand
so for now let's not laugh
at the joke of that teen sitting not too far",some things we may never understand,so for now let's not laugh,at the joke of that teen sitting not too far,en,9,6,11
"i always said one day they would use the law of averages to turn us into slaves
and as per usual it's not an easy thing to follow his argument protracted as it is from a slab of research as thick as any thesis
but i kind of listen like i believe him as foolish as it sounds",i always said one day they would use the law of averages to turn us into slaves,and as per usual it's not an easy thing to follow his argument protracted as it is from a slab of research as thick as any thesis,but i kind of listen like i believe him as foolish as it sounds,en,"21,22",38,17
"no one is perfect she knows
why she did so
who know",no one is perfect she knows,why she did so,who know,en,7,4,2
"she was his paradise
now lost
he now bewildering to hide",she was his paradise,now lost,he now bewildering to hide,en,6,2,8
"he was a refugee
wanted a refuge
he knew she would refuse",he was a refugee,wanted a refuge,he knew she would refuse,en,6,5,6
"what he could do
she had eyes anyone could drown in
he was homo too",what he could do,she had eyes anyone could drown in,he was homo too,en,4,9,5
"it was not her fault
both knows
ignorance might be the way",it was not her fault,both knows,ignorance might be the way,en,5,2,7
"many eyes cried
but hearts missed him none
alas the conqueror of the world was forever alone",many eyes cried,but hearts missed him none,alas the conqueror of the world was forever alone,en,4,5,15
"and then solidify
bring down all ever after the stars and make a necklace for my mother
repeat the same mistake each time",and then solidify,bring down all ever after the stars and make a necklace for my mother,repeat the same mistake each time,en,6,18,8
"dusted feet and flake embers
as windblown the water oak
next to the winged spindle tree",dusted feet and flake embers,as windblown the water oak,next to the winged spindle tree,en,7,7,7
"today thee is melancholy standing on a pulpit
staring at the back of thou arts bride
eluding away with the wind",today thee is melancholy standing on a pulpit,staring at the back of thou arts bride,eluding away with the wind,en,14,9,8
"some day your life is ending up in thirty-gallon bags
on the street and the rest of it will be shipped
in boxes to people who think it's overdue",some day your life is ending up in thirty-gallon bags,on the street and the rest of it will be shipped,in boxes to people who think it's overdue,en,12,11,12
"i figure for sixty bags and thirty boxes
and hanging around just long enough
to make sure nobody's jumping up and down",i figure for sixty bags and thirty boxes,and hanging around just long enough,to make sure nobody's jumping up and down,en,12,9,11
"you won't be looking for me when you come back
shared blood having always made us invisible to each other
so when i hear you laugh that will suffice to make us free",you won't be looking for me when you come back,shared blood having always made us invisible to each other,so when i hear you laugh that will suffice to make us free,en,11,"16,17","14,15"
"winning can never get you to anything you will just be nobody you'll never be able to continue your future with just winning because winning isn't everything you can't just win countless times
if you lose it's just a part of your life it normal losing is something that makes your temper out of control like: mad sad and even stress
but we all have to remember that it's just a game it's not a game between being alive or dead so don't worry you have a future for you to move on and never let winning in your way",winning can never get you to anything you will just be nobody you'll never be able to continue your future with just winning because winning isn't everything you can't just win countless times,if you lose it's just a part of your life it normal losing is something that makes your temper out of control like: mad sad and even stress,but we all have to remember that it's just a game it's not a game between being alive or dead so don't worry you have a future for you to move on and never let winning in your way,en,51,34,48
"strains that ebb and flow
from my blue rustic aged
viola of loneliness",strains that ebb and flow,from my blue rustic aged,viola of loneliness,en,5,"6,7",7
"the pleasing smile on an angel's lips
such a captivating sight
made for an eternal gift to my eyes",the pleasing smile on an angel's lips,such a captivating sight,made for an eternal gift to my eyes,en,9,7,10
"get on your bark sail to the distant pole
in walls of ice - and bit by bit forget
how they loved there perished fought gained goal",get on your bark sail to the distant pole,in walls of ice - and bit by bit forget,how they loved there perished fought gained goal,en,10,10,9
"you are a mute witness
to this volley of bloodshed
know not how long",you are a mute witness,to this volley of bloodshed,know not how long,en,6,7,4
"my perplexity to know
how much away
from",my perplexity to know,how much away,from,en,7,4,1
"finding a clear and present purpose
it's the hardest part to escape from the lucid dream
this fake reality that we call life without purpose",finding a clear and present purpose,it's the hardest part to escape from the lucid dream,this fake reality that we call life without purpose,en,9,13,14
"a caring heart
a smile a wave a wink
a moment that makes you stop and think",a caring heart,a smile a wave a wink,a moment that makes you stop and think,en,4,6,9
"you're not alone even though it seems no one cares
lonely and surrounded by blank looks and empty stares
but there is someone out there someone who deeply cares",you're not alone even though it seems no one cares,lonely and surrounded by blank looks and empty stares,but there is someone out there someone who deeply cares,en,12,13,13
